Date, Open, High, Low, Close
09/25/19, 3140.49, 3125.82, 3125.82, 3125.82
09/24/19, 3161.99, 3163.75, 3148.55, 3155.46
09/23/19, 3155.77, 3162.26, 3141.41, 3143.24
09/20/19, 3167.76, 3159.68, 3159.68, 3159.68
09/19/19, 3178.93, 3179.72, 3158.11, 3158.80
09/18/19, 3187.34, 3166.84, 3166.84, 3166.84
09/17/19, 3206.32, 3183.00, 3183.00, 3183.00
09/16/19, 3207.94, 3213.07, 3195.46, 3203.93
09/13/19, 3201.66, 3216.63, 3197.67, 3211.49
09/12/19, 3214.14, 3216.87, 3191.62, 3194.96
09/11/19, 3172.28, 3204.52, 3165.74, 3204.52
09/10/19, 3155.68, 3168.07, 3151.27, 3155.71
09/09/19, 3147.68, 3157.35, 3141.72, 3146.33
09/06/19, 3163.25, 3144.48, 3144.48, 3144.48
09/05/19, 3150.45, 3147.06, 3147.06, 3147.06
09/04/19, 3085.03, 3130.57, 3130.57, 3130.57
09/03/19, 3078.56, 3090.63, 3090.63, 3090.63
09/02/19, 3092.25, 3099.82, 3076.20, 3082.96
08/30/19, 3100.52, 3106.52, 3106.52, 3106.52
08/29/19, 3058.71, 3081.83, 3081.83, 3081.83
08/28/19, 3066.31, 3056.47, 3056.47, 3056.47
08/27/19, 3064.78, 3067.52, 3067.52, 3067.52
08/26/19, 3066.49, 3073.60, 3054.97, 3065.33
08/23/19, 3128.23, 3110.35, 3110.35, 3110.35
08/22/19, 3126.79, 3127.74, 3127.74, 3127.74
08/21/19, 3128.68, 3122.57, 3122.57, 3122.57
08/20/19, 3124.04, 3141.58, 3122.65, 3135.95
08/19/19, 3114.13, 3137.52, 3114.13, 3128.45
08/16/19, 3109.16, 3115.03, 3115.03, 3115.03
08/15/19, 3095.85, 3126.09, 3084.08, 3126.09
08/14/19, 3170.85, 3174.73, 3136.84, 3147.60
08/13/19, 3143.21, 3146.73, 3146.73, 3146.73
08/08/19, 3170.54, 3184.47, 3159.45, 3168.94
08/07/19, 3171.57, 3184.69, 3184.69, 3184.69
08/06/19, 3160.26, 3170.47, 3170.47, 3170.47
08/05/19, 3244.60, 3194.51, 3194.51, 3194.51
08/02/19, 3271.40, 3261.11, 3261.11, 3261.11
08/01/19, 3282.79, 3311.26, 3280.57, 3291.75
07/31/19, 3359.92, 3360.19, 3299.89, 3300.75
07/30/19, 3342.57, 3355.88, 3341.80, 3350.54
07/29/19, 3362.17, 3362.71, 3333.38, 3346.39
07/26/19, 3363.56, 3365.35, 3349.07, 3363.76
07/25/19, 3373.73, 3381.26, 3381.26, 3381.26
07/24/19, 3378.36, 3368.44, 3368.44, 3368.44
07/23/19, 3360.18, 3374.00, 3359.25, 3373.13
07/22/19, 3369.76, 3369.76, 3348.78, 3357.22
07/19/19, 3368.39, 3377.96, 3377.96, 3377.96
07/18/19, 3349.73, 3361.05, 3361.05, 3361.05
07/17/19, 3354.83, 3364.87, 3349.87, 3364.87
07/16/19, 3349.22, 3360.03, 3360.03, 3360.03
07/15/19, 3355.15, 3359.32, 3337.67, 3347.95
07/12/19, 3354.78, 3363.59, 3343.56, 3357.34
07/11/19, 3353.81, 3372.49, 3349.63, 3350.45
07/10/19, 3339.46, 3340.42, 3340.42, 3340.42
07/09/19, 3337.96, 3329.46, 3329.46, 3329.46
07/08/19, 3356.05, 3356.05, 3319.19, 3334.23
07/05/19, 3376.93, 3380.68, 3353.32, 3366.81
07/04/19, 3370.27, 3381.73, 3366.90, 3372.25
07/03/19, 3365.35, 3373.55, 3352.56, 3367.80
07/02/19, 3373.72, 3374.15, 3347.92, 3370.80
07/01/19, 3339.58, 3376.55, 3337.31, 3372.26
06/28/19, 3336.08, 3321.61, 3321.61, 3321.61
06/27/19, 3302.05, 3334.21, 3299.79, 3328.60
06/26/19, 3298.35, 3308.66, 3273.27, 3301.25
06/25/19, 3317.00, 3321.09, 3301.39, 3304.27
06/24/19, 3308.71, 3315.25, 3303.01, 3311.53
06/21/19, 3314.28, 3321.40, 3305.05, 3321.40
06/20/19, 3292.97, 3320.80, 3290.52, 3314.51
06/19/19, 3275.43, 3288.17, 3288.17, 3288.17
06/18/19, 3212.54, 3238.73, 3238.73, 3238.73
06/17/19, 3210.25, 3207.99, 3207.99, 3207.99
06/14/19, 3214.68, 3223.64, 3209.93, 3222.63
06/13/19, 3203.18, 3220.66, 3185.67, 3220.66
06/12/19, 3209.26, 3207.74, 3207.74, 3207.74
06/11/19, 3193.30, 3209.58, 3209.58, 3209.58
06/10/19, 3174.88, 3199.53, 3171.90, 3188.11
06/07/19, 3145.93, 3166.29, 3140.68, 3166.29
06/06/19, 3144.43, 3146.18, 3146.18, 3146.18
06/04/19, 3129.76, 3142.37, 3125.38, 3142.37
06/03/19, 3111.51, 3124.28, 3104.03, 3123.46
05/31/19, 3114.55, 3130.58, 3110.51, 3117.76
05/30/19, 3147.77, 3159.27, 3133.60, 3143.00
05/29/19, 3151.89, 3163.28, 3163.28, 3163.28
05/28/19, 3171.14, 3171.38, 3156.95, 3165.32
05/27/19, 3168.47, 3172.80, 3157.87, 3170.77
05/24/19, 3152.08, 3172.72, 3149.97, 3169.89
05/23/19, 3172.46, 3173.48, 3151.63, 3160.72
05/22/19, 3179.44, 3183.14, 3183.14, 3183.14
05/21/19, 3198.73, 3205.14, 3177.12, 3183.26
05/17/19, 3231.45, 3231.91, 3203.81, 3205.46
05/16/19, 3212.64, 3233.66, 3202.67, 3230.26
05/15/19, 3218.51, 3225.79, 3211.90, 3218.77
05/14/19, 3205.50, 3227.40, 3198.22, 3223.71
05/13/19, 3258.94, 3261.99, 3226.22, 3234.28
05/10/19, 3281.02, 3296.01, 3262.85, 3273.50
05/09/19, 3263.41, 3278.14, 3253.88, 3269.70
05/08/19, 3286.32, 3290.03, 3275.78, 3283.84
05/07/19, 3299.96, 3323.05, 3292.38, 3312.52
05/06/19, 3329.32, 3329.32, 3270.22, 3290.62
05/03/19, 3384.38, 3397.18, 3371.31, 3392.29
05/02/19, 3389.52, 3395.40, 3376.09, 3393.33
04/30/19, 3411.85, 3412.47, 3387.46, 3400.20
04/29/19, 3368.66, 3415.18, 3365.05, 3407.02
04/26/19, 3344.14, 3356.95, 3336.92, 3356.95
04/25/19, 3349.35, 3361.25, 3347.16, 3350.28
04/24/19, 3359.13, 3362.43, 3350.83, 3362.43
04/23/19, 3353.72, 3358.11, 3345.59, 3353.47
04/22/19, 3358.54, 3359.88, 3349.86, 3357.70
04/18/19, 3352.36, 3356.82, 3336.48, 3347.58
04/17/19, 3334.84, 3353.08, 3333.88, 3348.64
04/16/19, 3326.78, 3335.66, 3325.84, 3332.04
04/15/19, 3341.75, 3344.17, 3321.06, 3325.86
04/12/19, 3330.64, 3333.38, 3318.99, 3331.98
04/11/19, 3330.51, 3348.04, 3324.73, 3330.82
04/10/19, 3317.58, 3333.18, 3316.92, 3327.65
04/09/19, 3317.65, 3329.67, 3313.04, 3325.60
04/08/19, 3326.35, 3327.66, 3309.17, 3315.42
04/05/19, 3317.11, 3332.59, 3316.66, 3322.64
04/04/19, 3312.06, 3323.37, 3303.10, 3316.21
04/03/19, 3299.26, 3318.56, 3299.26, 3311.27
04/02/19, 3269.55, 3283.01, 3256.01, 3279.78
04/01/19, 3229.11, 3250.51, 3227.62, 3250.51
03/29/19, 3223.56, 3226.74, 3209.50, 3212.88
03/28/19, 3196.83, 3213.62, 3192.48, 3203.58
03/27/19, 3195.69, 3214.23, 3191.93, 3198.39
03/26/19, 3195.47, 3214.82, 3188.22, 3200.28
03/25/19, 3170.50, 3182.92, 3156.79, 3182.92
03/22/19, 3218.52, 3228.38, 3207.27, 3212.10
03/21/19, 3214.60, 3219.31, 3206.21, 3213.65
03/20/19, 3213.98, 3214.49, 3195.33, 3207.66
03/19/19, 3214.79, 3221.69, 3204.13, 3220.92
03/18/19, 3210.49, 3216.31, 3206.45, 3212.96
03/15/19, 3198.30, 3216.72, 3193.90, 3200.18
03/14/19, 3188.36, 3204.36, 3183.64, 3197.92
03/13/19, 3209.05, 3209.05, 3183.72, 3195.59
03/12/19, 3211.70, 3228.21, 3209.08, 3212.25
03/11/19, 3187.75, 3197.71, 3185.06, 3191.42
03/08/19, 3204.40, 3215.23, 3192.71, 3195.87
03/07/19, 3224.43, 3235.69, 3218.25, 3229.48
03/06/19, 3235.42, 3241.58, 3222.84, 3222.84
03/05/19, 3241.01, 3247.60, 3228.25, 3234.07
03/04/19, 3224.69, 3251.72, 3215.66, 3251.08
03/01/19, 3210.84, 3231.21, 3202.02, 3220.40
02/28/19, 3249.81, 3250.42, 3212.69, 3212.69
02/27/19, 3261.99, 3284.73, 3245.71, 3250.02
02/26/19, 3272.12, 3273.82, 3252.58, 3261.66
02/25/19, 3273.45, 3276.47, 3252.66, 3272.35
02/22/19, 3256.93, 3273.16, 3256.17, 3269.90
02/21/19, 3273.57, 3286.08, 3262.99, 3277.91
02/20/19, 3275.35, 3285.60, 3266.89, 3278.38
02/19/19, 3267.07, 3280.04, 3258.71, 3259.80
02/18/19, 3258.81, 3276.61, 3256.86, 3265.97
02/15/19, 3248.45, 3259.79, 3229.85, 3239.74
02/14/19, 3240.62, 3253.67, 3235.80, 3253.16
02/13/19, 3219.90, 3244.77, 3219.77, 3244.77
02/12/19, 3202.86, 3213.68, 3198.75, 3201.15
02/11/19, 3176.00, 3206.27, 3174.00, 3206.27
02/08/19, 3177.91, 3205.25, 3177.91, 3202.04
02/07/19, 3211.93, 3215.90, 3194.18, 3200.64
02/04/19, 3192.36, 3197.96, 3182.17, 3184.56
02/01/19, 3194.22, 3205.03, 3182.35, 3188.68
01/31/19, 3187.73, 3197.98, 3183.68, 3190.17
01/30/19, 3188.43, 3194.28, 3169.29, 3174.38
01/29/19, 3191.86, 3196.09, 3176.13, 3187.69
01/28/19, 3203.78, 3218.44, 3194.68, 3199.50
01/25/19, 3196.68, 3220.68, 3194.49, 3202.25
01/24/19, 3174.59, 3190.73, 3153.61, 3190.73
01/23/19, 3185.69, 3193.89, 3165.09, 3171.11
01/22/19, 3218.95, 3218.95, 3192.71, 3192.71
01/21/19, 3233.72, 3250.27, 3220.56, 3220.56
01/18/19, 3221.43, 3233.70, 3217.24, 3224.34
01/17/19, 3231.55, 3235.14, 3208.88, 3214.44
01/16/19, 3220.23, 3230.77, 3211.56, 3229.11
01/15/19, 3191.35, 3223.61, 3190.71, 3212.30
01/14/19, 3205.15, 3205.72, 3173.46, 3173.46
01/11/19, 3198.76, 3209.65, 3191.72, 3198.65
01/10/19, 3154.65, 3183.51, 3147.71, 3183.51
01/09/19, 3141.98, 3159.31, 3139.03, 3158.07
01/08/19, 3108.38, 3126.64, 3099.33, 3122.94
01/07/19, 3101.26, 3104.32, 3084.88, 3102.80
01/04/19, 2994.02, 3059.23, 2993.42, 3059.23
01/03/19, 3022.27, 3041.03, 3002.40, 3012.88
01/02/19, 3072.99, 3081.01, 3028.84, 3038.89
12/31/18, 3064.09, 3070.49, 3061.53, 3068.76
12/28/18, 3049.63, 3069.19, 3039.85, 3053.43
12/27/18, 3055.43, 3076.10, 3041.91, 3044.74
12/26/18, 3001.53, 3022.24, 3000.45, 3011.15
12/24/18, 3026.86, 3051.06, 3022.47, 3051.06
12/21/18, 3031.19, 3070.09, 3028.25, 3046.04
12/20/18, 3041.92, 3064.09, 3036.91, 3050.62
12/19/18, 3045.91, 3065.37, 3042.44, 3058.65
12/18/18, 3077.89, 3080.77, 3045.54, 3045.54
12/17/18, 3091.78, 3124.59, 3090.92, 3114.25
12/14/18, 3087.46, 3094.27, 3067.30, 3077.09
12/13/18, 3104.07, 3125.10, 3102.44, 3111.08
12/12/18, 3075.62, 3101.10, 3073.02, 3099.99
12/11/18, 3062.44, 3075.27, 3053.99, 3059.28
12/10/18, 3087.28, 3087.28, 3064.02, 3072.44
12/07/18, 3149.50, 3149.71, 3111.12, 3111.12
12/06/18, 3133.80, 3134.65, 3105.63, 3115.52
12/05/18, 3132.64, 3155.92, 3127.70, 3155.92
12/04/18, 3189.53, 3190.08, 3151.72, 3167.79
12/03/18, 3154.22, 3192.88, 3153.71, 3190.62
11/30/18, 3117.91, 3130.81, 3110.34, 3117.61
11/29/18, 3123.80, 3132.42, 3106.96, 3109.44
11/28/18, 3101.10, 3101.18, 3078.93, 3094.48
11/27/18, 3085.74, 3105.80, 3074.21, 3090.40
11/26/18, 3057.28, 3093.38, 3056.39, 3093.38
11/23/18, 3037.68, 3056.11, 3034.12, 3052.49
11/22/18, 3052.80, 3054.16, 3032.79, 3041.38
11/21/18, 3010.09, 3049.24, 3007.31, 3038.65
11/20/18, 3035.09, 3042.94, 3023.68, 3026.99
11/19/18, 3084.34, 3084.71, 3054.95, 3065.07
11/16/18, 3069.34, 3087.90, 3060.97, 3083.60
11/15/18, 3042.70, 3065.33, 3031.90, 3054.53
11/14/18, 3049.31, 3053.32, 3031.47, 3043.19
11/13/18, 3027.91, 3056.28, 3026.08, 3053.60
11/12/18, 3060.30, 3089.82, 3059.32, 3068.15
11/09/18, 3078.38, 3079.41, 3059.20, 3077.97
11/08/18, 3089.04, 3097.59, 3079.96, 3093.24
11/07/18, 3084.50, 3092.95, 3060.88, 3065.36
11/05/18, 3087.51, 3091.91, 3056.42, 3060.62
11/02/18, 3081.67, 3121.27, 3077.50, 3116.39
11/01/18, 3045.68, 3061.49, 3040.93, 3060.85
10/31/18, 2978.99, 3020.49, 2978.66, 3018.80
10/30/18, 2969.51, 2974.85, 2961.23, 2966.45
10/29/18, 2989.63, 3005.03, 2978.64, 2981.54
10/26/18, 3004.35, 3006.92, 2955.68, 2972.02
10/25/18, 2992.00, 3012.84, 2984.47, 3012.84
10/24/18, 3044.33, 3053.07, 3031.94, 3032.08
10/23/18, 3057.65, 3061.12, 3029.60, 3031.39
10/22/18, 3057.31, 3078.06, 3057.16, 3078.06
10/19/18, 3046.87, 3073.21, 3046.70, 3062.51
10/18/18, 3064.06, 3074.74, 3050.64, 3069.67
10/17/18, 3077.86, 3087.84, 3071.10, 3071.10
10/16/18, 3053.24, 3058.97, 3030.21, 3034.31
10/15/18, 3067.80, 3067.80, 3045.53, 3045.97
10/12/18, 3055.17, 3088.77, 3043.28, 3069.17
10/11/18, 3074.77, 3074.77, 3035.20, 3047.39
10/10/18, 3169.33, 3169.57, 3129.50, 3131.48
10/09/18, 3180.60, 3187.18, 3160.85, 3166.60
10/08/18, 3198.24, 3202.89, 3179.82, 3181.45
10/05/18, 3224.35, 3230.01, 3198.72, 3209.79
10/04/18, 3246.97, 3248.53, 3226.86, 3231.59
10/03/18, 3257.31, 3272.88, 3252.39, 3267.40
10/02/18, 3248.50, 3253.62, 3231.56, 3242.65
10/01/18, 3262.43, 3268.49, 3246.79, 3255.46
09/28/18, 3250.31, 3262.17, 3244.51, 3257.05
09/27/18, 3244.20, 3263.08, 3232.21, 3236.26
09/26/18, 3248.81, 3265.01, 3237.91, 3239.10
09/25/18, 3229.90, 3243.24, 3226.49, 3236.08
09/24/18, 3215.69, 3232.61, 3213.28, 3219.16
09/21/18, 3206.94, 3225.40, 3199.89, 3217.68
09/20/18, 3180.43, 3189.31, 3172.64, 3180.43
09/19/18, 3143.46, 3181.50, 3139.49, 3176.57
09/18/18, 3122.88, 3140.22, 3110.79, 3139.34
09/17/18, 3149.71, 3150.83, 3133.37, 3141.40
09/14/18, 3146.22, 3163.85, 3142.96, 3161.42
09/13/18, 3129.92, 3139.48, 3114.74, 3131.77
09/12/18, 3106.99, 3132.11, 3102.73, 3124.65
09/11/18, 3115.47, 3119.01, 3103.94, 3109.91
09/10/18, 3131.20, 3131.44, 3105.36, 3120.92
09/07/18, 3133.97, 3140.03, 3119.89, 3134.39
09/06/18, 3158.83, 3166.51, 3139.99, 3147.69
09/05/18, 3199.63, 3208.81, 3151.83, 3156.28
09/04/18, 3205.58, 3218.76, 3203.02, 3210.51
09/03/18, 3209.97, 3213.89, 3193.86, 3207.20
08/31/18, 3200.37, 3227.60, 3199.34, 3213.48
08/30/18, 3247.14, 3252.58, 3217.32, 3225.72
08/29/18, 3251.01, 3256.61, 3239.44, 3243.92
08/28/18, 3244.26, 3263.14, 3239.27, 3247.55
08/27/18, 3223.41, 3237.66, 3222.12, 3225.62
08/24/18, 3239.09, 3239.47, 3211.48, 3213.00
08/23/18, 3230.19, 3256.24, 3229.93, 3249.89
08/21/18, 3194.18, 3212.14, 3187.83, 3199.89
08/20/18, 3211.08, 3222.84, 3200.54, 3204.71
08/17/18, 3233.88, 3244.12, 3203.33, 3209.44
08/16/18, 3220.85, 3230.75, 3207.25, 3211.93
08/15/18, 3240.93, 3242.06, 3217.89, 3234.12
08/14/18, 3243.27, 3253.09, 3231.97, 3242.87
08/13/18, 3267.94, 3268.77, 3239.32, 3245.34
08/10/18, 3295.73, 3296.08, 3273.57, 3284.78
08/08/18, 3336.22, 3341.52, 3308.72, 3326.74
08/07/18, 3297.91, 3347.98, 3297.78, 3340.00
08/06/18, 3284.68, 3305.23, 3278.15, 3285.34
08/03/18, 3300.59, 3311.64, 3264.61, 3265.73
08/02/18, 3329.05, 3329.19, 3278.84, 3286.32
08/01/18, 3331.05, 3338.92, 3308.90, 3328.95
07/31/18, 3284.40, 3331.27, 3284.22, 3319.85
07/30/18, 3314.55, 3320.10, 3301.12, 3307.15
07/27/18, 3332.92, 3336.22, 3310.74, 3324.98
07/26/18, 3328.44, 3341.42, 3322.82, 3328.60
07/25/18, 3304.55, 3333.38, 3301.85, 3326.83
07/24/18, 3295.32, 3308.42, 3286.43, 3292.65
07/23/18, 3294.52, 3297.94, 3278.14, 3293.71
07/20/18, 3291.44, 3298.77, 3281.34, 3297.83
07/19/18, 3255.95, 3283.92, 3249.73, 3277.58
07/18/18, 3251.28, 3258.93, 3239.93, 3240.50
07/17/18, 3240.35, 3247.84, 3226.05, 3239.64
07/16/18, 3260.83, 3267.11, 3231.09, 3232.79
07/13/18, 3257.53, 3265.92, 3251.85, 3260.35
07/12/18, 3247.86, 3263.42, 3240.22, 3253.01
07/11/18, 3239.43, 3251.52, 3220.15, 3249.08
07/10/18, 3250.17, 3274.95, 3249.30, 3274.83
07/09/18, 3197.79, 3233.83, 3196.15, 3228.82
07/06/18, 3232.96, 3233.84, 3176.26, 3191.82
07/05/18, 3247.37, 3265.59, 3239.14, 3256.71
07/04/18, 3230.59, 3249.52, 3224.62, 3244.89
07/03/18, 3245.67, 3254.88, 3218.62, 3235.90
07/02/18, 3277.43, 3280.19, 3231.68, 3238.94
06/29/18, 3269.20, 3286.92, 3251.12, 3268.70
06/28/18, 3245.92, 3266.69, 3244.18, 3257.57
06/27/18, 3281.71, 3296.29, 3251.36, 3254.77
06/26/18, 3245.79, 3285.23, 3237.77, 3280.87
06/25/18, 3279.53, 3285.69, 3246.92, 3260.84
06/22/18, 3289.43, 3294.84, 3270.15, 3287.40
06/21/18, 3315.23, 3326.59, 3299.05, 3300.00
06/20/18, 3309.93, 3333.93, 3297.67, 3315.90
06/19/18, 3324.99, 3341.64, 3297.25, 3301.35
06/18/18, 3314.08, 3335.68, 3299.81, 3324.04
06/14/18, 3380.37, 3388.88, 3345.18, 3356.73
06/13/18, 3429.86, 3432.64, 3388.92, 3392.51
06/12/18, 3438.58, 3449.40, 3428.54, 3430.69
06/11/18, 3450.07, 3452.98, 3427.14, 3441.69
06/08/18, 3460.26, 3474.09, 3432.18, 3436.37
06/07/18, 3488.25, 3489.41, 3460.49, 3473.08
06/06/18, 3483.32, 3492.34, 3460.29, 3467.81
06/05/18, 3479.78, 3487.13, 3472.48, 3483.16
06/04/18, 3441.20, 3467.48, 3441.20, 3467.48
06/01/18, 3423.50, 3433.20, 3417.86, 3427.51
05/31/18, 3476.46, 3478.05, 3428.18, 3428.18
05/30/18, 3453.48, 3467.08, 3437.12, 3443.95
05/28/18, 3517.37, 3529.26, 3513.77, 3518.48
05/25/18, 3522.99, 3532.36, 3511.88, 3513.23
05/24/18, 3508.87, 3532.92, 3497.98, 3528.92
05/23/18, 3540.92, 3541.39, 3493.93, 3496.27
05/22/18, 3542.80, 3563.14, 3537.03, 3543.18
05/21/18, 3545.21, 3569.36, 3544.10, 3548.23
05/18/18, 3528.41, 3534.55, 3517.73, 3529.27
05/17/18, 3545.90, 3550.62, 3530.38, 3536.76
05/16/18, 3532.97, 3552.92, 3521.94, 3533.05
05/15/18, 3557.05, 3566.75, 3540.23, 3540.23
05/14/18, 3569.11, 3574.21, 3550.78, 3562.46
05/11/18, 3559.07, 3576.18, 3541.17, 3570.17
05/10/18, 3547.31, 3551.28, 3536.54, 3537.59
05/09/18, 3558.93, 3562.42, 3526.90, 3548.54
05/08/18, 3536.85, 3550.07, 3522.37, 3543.17
05/07/18, 3553.47, 3554.90, 3527.70, 3532.86
05/04/18, 3574.54, 3575.50, 3533.18, 3545.38
05/03/18, 3585.30, 3587.69, 3556.42, 3575.68
05/02/18, 3624.20, 3641.65, 3607.25, 3615.28
04/30/18, 3604.10, 3628.43, 3595.63, 3613.93
04/27/18, 3586.08, 3588.30, 3569.27, 3577.21
04/26/18, 3582.61, 3582.61, 3557.49, 3570.02
04/25/18, 3562.37, 3574.91, 3555.23, 3568.01
04/24/18, 3581.73, 3587.23, 3561.14, 3584.56
04/23/18, 3566.63, 3591.84, 3563.19, 3579.54
04/20/18, 3578.85, 3596.54, 3560.21, 3573.38
04/19/18, 3573.06, 3604.06, 3569.11, 3598.73
04/18/18, 3521.69, 3560.38, 3521.19, 3557.82
04/17/18, 3505.31, 3509.68, 3490.76, 3498.20
04/16/18, 3509.26, 3509.48, 3482.29, 3497.19
04/13/18, 3486.67, 3506.80, 3482.99, 3501.30
04/12/18, 3485.61, 3493.66, 3462.71, 3468.61
04/11/18, 3478.03, 3488.33, 3472.32, 3479.76
04/10/18, 3438.75, 3473.84, 3434.54, 3466.38
04/09/18, 3432.28, 3456.81, 3413.90, 3449.96
04/06/18, 3392.76, 3449.40, 3384.26, 3442.50
04/05/18, 3389.19, 3422.64, 3383.21, 3405.65
04/04/18, 3420.85, 3421.02, 3338.96, 3339.70
04/03/18, 3405.31, 3412.15, 3387.38, 3412.15
04/02/18, 3439.04, 3443.88, 3424.03, 3430.76
03/29/18, 3393.86, 3440.42, 3392.67, 3427.97
03/28/18, 3424.10, 3439.35, 3382.78, 3382.78
03/27/18, 3438.54, 3443.43, 3423.98, 3439.35
03/26/18, 3400.95, 3430.20, 3388.90, 3412.46
03/23/18, 3436.00, 3436.08, 3394.55, 3421.39
03/22/18, 3523.83, 3526.25, 3485.47, 3491.37
03/21/18, 3516.32, 3523.87, 3503.26, 3511.13
03/20/18, 3484.42, 3516.40, 3481.80, 3513.31
03/19/18, 3515.95, 3515.95, 3493.52, 3498.29
03/16/18, 3514.70, 3519.54, 3501.81, 3512.14
03/15/18, 3520.81, 3535.11, 3506.45, 3517.73
03/14/18, 3540.08, 3548.94, 3537.43, 3539.41
