Date, Open, High, Low, Close
05/27/22, 11869.69, 12131.66, 11856.82, 12131.13
05/26/22, 11409.84, 11796.97, 11406.16, 11740.65
05/25/22, 11225.03, 11511.90, 11211.85, 11434.74
05/24/22, 11326.44, 11351.61, 11092.48, 11264.45
05/23/22, 11396.28, 11552.07, 11304.56, 11535.27
05/20/22, 11542.67, 11552.21, 11035.69, 11354.62
05/19/22, 11364.40, 11562.82, 11313.31, 11388.50
05/18/22, 11790.68, 11826.22, 11381.69, 11418.15
05/17/22, 11905.57, 11988.43, 11754.28, 11984.52
05/16/22, 11727.14, 11804.59, 11627.53, 11662.79
05/13/22, 11555.98, 11856.71, 11510.25, 11805.00
05/12/22, 11199.25, 11547.33, 11108.76, 11370.96
05/11/22, 11645.57, 11844.51, 11339.18, 11364.24
05/10/22, 11900.34, 11944.94, 11566.28, 11737.67
05/09/22, 11923.03, 11990.61, 11574.94, 11623.25
05/06/22, 12246.83, 12358.42, 11990.15, 12144.66
05/05/22, 12787.52, 12787.52, 12183.56, 12317.69
05/04/22, 12574.73, 12985.01, 12367.02, 12964.86
05/03/22, 12511.46, 12645.83, 12460.99, 12563.76
05/02/22, 12331.69, 12542.54, 12202.41, 12536.02
04/29/22, 12710.42, 12861.83, 12315.74, 12334.64
04/28/22, 12712.86, 12948.52, 12487.86, 12871.53
04/27/22, 12500.88, 12703.79, 12430.90, 12488.93
04/26/22, 12918.04, 12918.04, 12490.74, 12490.74
04/25/22, 12749.17, 13011.45, 12722.59, 13004.85
04/22/22, 13168.80, 13212.60, 12828.02, 12839.29
04/21/22, 13623.70, 13710.69, 13140.83, 13174.65
04/20/22, 13665.38, 13678.55, 13426.13, 13453.07
04/19/22, 13312.44, 13643.97, 13281.22, 13619.66
04/18/22, 13319.39, 13414.27, 13222.03, 13332.36
04/14/22, 13647.43, 13662.93, 13345.22, 13351.08
04/13/22, 13373.12, 13679.43, 13353.66, 13643.59
04/12/22, 13584.69, 13685.95, 13317.74, 13371.57
04/11/22, 13547.29, 13585.08, 13401.39, 13411.96
04/08/22, 13830.47, 13866.06, 13693.69, 13711.00
04/07/22, 13861.49, 13978.25, 13689.23, 13897.30
04/06/22, 14002.58, 14032.84, 13788.90, 13888.82
04/05/22, 14490.26, 14500.29, 14169.12, 14204.17
04/04/22, 14304.35, 14534.38, 14286.45, 14532.55
04/01/22, 14269.53, 14306.94, 14131.81, 14261.50
03/31/22, 14444.78, 14456.74, 14217.73, 14220.52
03/30/22, 14558.59, 14609.25, 14383.45, 14442.27
03/29/22, 14500.39, 14646.90, 14419.40, 14619.64
03/28/22, 14177.21, 14356.00, 14101.34, 14354.90
03/25/22, 14194.72, 14218.76, 14010.79, 14169.30
03/24/22, 14001.32, 14193.55, 13897.20, 14191.84
03/23/22, 13990.35, 14152.15, 13921.65, 13922.60
03/22/22, 13866.43, 14141.07, 13857.29, 14108.82
03/21/22, 13860.39, 13945.81, 13682.55, 13838.46
03/18/22, 13564.63, 13899.28, 13528.06, 13893.84
03/17/22, 13360.72, 13620.80, 13317.14, 13614.78
03/16/22, 13119.36, 13440.12, 12992.20, 13436.55
03/15/22, 12685.23, 12973.88, 12616.59, 12948.62
03/14/22, 12795.12, 12918.01, 12555.35, 12581.22
03/11/22, 13229.77, 13239.35, 12830.37, 12843.81
03/10/22, 13098.35, 13163.50, 12946.28, 13129.96
03/09/22, 13113.70, 13301.16, 13039.79, 13255.55
03/08/22, 12800.04, 13159.44, 12670.08, 12795.55
03/07/22, 13328.36, 13353.28, 12828.02, 12830.96
03/04/22, 13455.23, 13486.71, 13224.98, 13313.44
03/03/22, 13837.59, 13837.59, 13472.64, 13537.94
03/02/22, 13597.53, 13796.55, 13493.91, 13752.02
03/01/22, 13716.70, 13777.04, 13441.32, 13532.46
02/28/22, 13570.83, 13810.64, 13549.90, 13751.40
02/25/22, 13485.26, 13696.86, 13358.29, 13694.62
02/24/22, 12587.88, 13486.11, 12587.88, 13473.59
02/23/22, 13511.75, 13533.78, 13032.17, 13037.49
02/22/22, 13424.36, 13618.72, 13249.65, 13381.52
02/18/22, 13735.40, 13762.40, 13465.56, 13548.07
02/17/22, 14004.19, 14020.82, 13704.70, 13716.72
02/16/22, 14038.92, 14163.73, 13931.99, 14124.09
02/15/22, 13997.18, 14142.49, 13976.29, 14139.76
02/14/22, 13768.97, 13921.71, 13664.76, 13790.92
02/11/22, 14213.62, 14246.70, 13733.16, 13791.15
02/10/22, 14228.68, 14509.56, 14118.20, 14185.64
02/09/22, 14368.16, 14490.72, 14330.87, 14490.37
02/08/22, 13984.43, 14226.49, 13934.78, 14194.45
02/07/22, 14118.79, 14236.31, 13974.10, 14015.67
02/04/22, 13958.48, 14222.76, 13850.39, 14098.01
02/03/22, 14045.83, 14207.89, 13851.75, 13878.82
02/02/22, 14494.47, 14504.82, 14264.65, 14417.55
02/01/22, 14277.43, 14358.69, 14070.77, 14346.00
01/31/22, 13812.19, 14242.90, 13767.71, 14239.88
01/28/22, 13436.71, 13771.91, 13236.56, 13770.57
01/27/22, 13710.99, 13765.91, 13322.66, 13352.78
01/26/22, 13871.77, 14002.65, 13392.19, 13542.12
01/25/22, 13610.87, 13781.62, 13414.14, 13539.29
01/24/22, 13481.50, 13876.61, 13094.65, 13855.13
01/21/22, 14046.22, 14171.72, 13764.24, 13768.92
01/20/22, 14462.85, 14642.03, 14140.78, 14154.02
01/19/22, 14582.22, 14658.89, 14331.65, 14340.26
01/18/22, 14681.83, 14740.54, 14482.94, 14506.90
01/14/22, 14708.02, 14897.68, 14689.43, 14893.75
01/13/22, 15245.04, 15259.71, 14782.24, 14806.81
01/12/22, 15263.10, 15319.03, 15117.29, 15188.39
01/11/22, 14919.26, 15158.71, 14837.64, 15153.45
01/10/22, 14751.78, 14953.85, 14530.23, 14942.83
01/07/22, 15095.72, 15171.02, 14877.63, 14935.90
01/06/22, 15024.15, 15198.45, 14914.87, 15080.86
01/05/22, 15547.16, 15586.30, 15095.18, 15100.17
01/04/22, 15852.14, 15852.14, 15512.41, 15622.72
01/03/22, 15732.50, 15832.80, 15644.09, 15832.80
12/31/21, 15722.91, 15777.43, 15643.93, 15644.97
12/30/21, 15758.98, 15868.09, 15729.16, 15741.56
12/29/21, 15794.92, 15821.81, 15679.85, 15766.22
12/28/21, 15895.20, 15901.47, 15757.07, 15781.72
12/27/21, 15696.83, 15871.40, 15696.83, 15871.26
12/23/21, 15544.79, 15697.98, 15528.91, 15653.37
12/22/21, 15319.16, 15525.97, 15303.06, 15521.89
12/21/21, 15140.43, 15349.06, 15015.02, 15341.09
12/20/21, 14933.00, 15007.30, 14860.04, 14980.94
12/17/21, 15036.77, 15288.78, 14960.37, 15169.68
12/16/21, 15629.08, 15633.19, 15119.49, 15180.43
12/15/21, 15230.71, 15575.76, 15055.23, 15565.58
12/14/21, 15215.96, 15317.55, 15097.35, 15237.64
12/13/21, 15621.27, 15637.06, 15408.25, 15413.28
12/10/21, 15629.59, 15677.60, 15477.85, 15630.60
12/09/21, 15720.54, 15796.05, 15511.12, 15517.37
12/08/21, 15690.65, 15792.64, 15618.88, 15786.99
12/07/21, 15510.91, 15720.09, 15507.66, 15686.92
12/06/21, 15117.63, 15281.99, 14931.61, 15225.15
12/03/21, 15428.71, 15470.36, 14931.06, 15085.47
12/02/21, 15181.82, 15444.54, 15150.12, 15381.32
12/01/21, 15752.27, 15816.82, 15243.93, 15254.05
11/30/21, 15716.50, 15828.20, 15451.39, 15537.69
11/29/21, 15719.42, 15833.11, 15644.61, 15782.83
11/26/21, 15664.38, 15731.54, 15456.09, 15491.66
11/24/21, 15677.88, 15848.56, 15591.36, 15845.23
11/23/21, 15809.50, 15895.86, 15601.46, 15775.14
11/22/21, 16120.92, 16212.23, 15851.04, 15854.76
11/19/21, 16042.16, 16121.12, 16017.23, 16057.44
11/18/21, 15973.40, 16010.88, 15848.83, 15993.71
11/17/21, 15973.61, 15998.57, 15909.39, 15921.57
11/16/21, 15840.32, 15989.61, 15825.00, 15973.86
11/15/21, 15894.82, 15918.45, 15778.31, 15853.85
11/12/21, 15752.62, 15874.58, 15705.38, 15860.96
11/11/21, 15752.08, 15768.03, 15695.77, 15704.28
11/10/21, 15753.84, 15867.24, 15543.68, 15622.71
11/09/21, 16024.13, 16035.21, 15836.68, 15886.54
11/08/21, 15995.72, 16038.23, 15961.81, 15982.36
11/05/21, 16003.56, 16053.39, 15900.78, 15971.59
11/04/21, 15849.74, 15966.09, 15827.66, 15940.31
11/03/21, 15658.52, 15821.58, 15616.44, 15811.58
11/02/21, 15583.99, 15656.60, 15569.27, 15649.60
11/01/21, 15541.26, 15598.95, 15470.82, 15595.92
10/29/21, 15323.29, 15504.12, 15323.29, 15498.39
10/28/21, 15304.74, 15452.30, 15290.31, 15448.12
10/27/21, 15276.00, 15364.54, 15235.84, 15235.84
10/26/21, 15142.92, 15259.63, 15070.75, 15235.71
10/25/21, 15142.92, 15259.63, 15070.75, 15226.71
10/22/21, 15158.07, 15193.01, 15021.02, 15090.20
10/21/21, 15104.80, 15222.25, 15094.14, 15215.70
10/20/21, 15160.00, 15178.39, 15071.15, 15121.68
10/19/21, 15073.13, 15137.85, 15049.73, 15129.09
10/18/21, 14839.74, 15026.68, 14833.28, 15021.81
10/15/21, 14891.24, 14904.98, 14847.97, 14897.34
10/14/21, 14717.50, 14827.56, 14699.52, 14823.43
10/13/21, 14537.17, 14589.28, 14471.88, 14571.64
10/12/21, 14539.09, 14552.71, 14441.60, 14465.92
10/11/21, 14540.08, 14665.99, 14482.61, 14486.20
10/08/21, 14694.72, 14699.91, 14569.68, 14579.54
10/07/21, 14631.80, 14755.72, 14615.14, 14654.02
10/06/21, 14289.45, 14509.55, 14259.07, 14501.91
10/05/21, 14312.86, 14508.65, 14299.78, 14433.83
10/04/21, 14493.12, 14499.74, 14181.69, 14255.48
10/01/21, 14494.93, 14606.82, 14324.01, 14566.70
09/30/21, 14582.60, 14632.36, 14444.30, 14448.58
09/29/21, 14614.88, 14676.62, 14493.67, 14512.44
09/28/21, 14787.21, 14817.74, 14539.88, 14546.68
09/27/21, 14954.17, 15003.16, 14864.96, 14969.97
09/24/21, 14961.61, 15067.56, 14946.57, 15047.70
09/23/21, 14960.00, 15085.44, 14932.52, 15052.24
09/22/21, 14800.59, 14950.12, 14767.02, 14896.85
09/21/21, 14803.36, 14847.03, 14696.47, 14746.40
09/20/21, 14758.14, 14841.82, 14530.07, 14713.90
09/17/21, 15163.35, 15166.56, 14998.73, 15043.97
09/16/21, 15120.09, 15205.50, 15047.14, 15181.92
09/15/21, 15071.34, 15174.38, 14984.68, 15161.53
09/14/21, 15168.45, 15181.19, 15008.30, 15037.76
09/13/21, 15211.43, 15215.44, 15030.85, 15105.58
09/10/21, 15332.92, 15349.47, 15111.31, 15115.49
09/09/21, 15296.06, 15352.38, 15245.18, 15248.25
09/08/21, 15360.35, 15360.34, 15206.61, 15286.64
09/07/21, 15375.98, 15403.44, 15343.28, 15374.33
09/03/21, 15313.41, 15375.56, 15283.67, 15363.52
09/02/21, 15358.47, 15380.07, 15285.35, 15331.18
09/01/21, 15308.98, 15379.50, 15302.11, 15309.38
08/31/21, 15262.88, 15278.96, 15202.67, 15259.24
08/30/21, 15165.94, 15288.08, 15165.12, 15265.89
08/27/21, 14969.76, 15144.48, 14966.52, 15129.50
08/26/21, 15025.17, 15059.63, 14939.56, 14945.81
08/25/21, 15039.03, 15059.43, 15011.58, 15041.86
08/24/21, 14978.14, 15034.89, 14965.53, 15019.80
08/23/21, 14776.98, 14963.47, 14776.98, 14942.65
08/20/21, 14571.53, 14722.16, 14571.53, 14714.66
08/19/21, 14423.16, 14610.76, 14423.16, 14541.79
08/18/21, 14636.24, 14697.25, 14516.30, 14525.91
08/17/21, 14670.56, 14716.94, 14550.88, 14656.18
08/16/21, 14771.53, 14794.68, 14610.02, 14793.76
08/13/21, 14825.07, 14850.61, 14797.22, 14822.90
08/12/21, 14751.36, 14824.31, 14698.94, 14816.26
08/11/21, 14834.38, 14842.50, 14692.41, 14765.14
08/10/21, 14887.75, 14894.61, 14754.48, 14788.09
08/09/21, 14855.75, 14883.81, 14802.69, 14860.18
08/06/21, 14864.22, 14890.18, 14788.59, 14835.76
08/05/21, 14794.08, 14896.47, 14776.03, 14895.12
08/04/21, 14747.21, 14812.38, 14734.12, 14780.53
08/03/21, 14714.00, 14762.60, 14584.09, 14761.29
08/02/21, 14758.60, 14770.41, 14665.67, 14681.07
07/30/21, 14615.85, 14728.78, 14615.85, 14672.68
07/29/21, 14771.17, 14833.74, 14761.38, 14778.26
07/28/21, 14715.66, 14798.88, 14645.63, 14762.58
07/27/21, 14807.95, 14811.08, 14503.75, 14660.58
07/26/21, 14821.03, 14863.65, 14790.49, 14840.71
07/23/21, 14753.06, 14846.06, 14698.77, 14836.99
07/22/21, 14652.72, 14694.19, 14617.87, 14684.60
07/21/21, 14508.75, 14633.15, 14498.65, 14631.95
07/20/21, 14330.46, 14555.75, 14271.23, 14498.88
07/19/21, 14235.98, 14313.59, 14178.66, 14274.98
07/16/21, 14597.51, 14623.02, 14413.32, 14427.24
07/15/21, 14635.78, 14650.38, 14451.80, 14543.13
07/14/21, 14780.90, 14790.55, 14632.95, 14644.95
07/13/21, 14715.13, 14803.68, 14660.19, 14677.65
07/12/21, 14743.86, 14761.08, 14672.63, 14733.24
07/09/21, 14578.43, 14710.20, 14552.26, 14701.92
07/08/21, 14409.20, 14610.06, 14371.59, 14559.78
07/07/21, 14753.42, 14755.33, 14580.79, 14665.06
07/06/21, 14661.55, 14687.00, 14529.80, 14663.64
07/02/21, 14582.98, 14649.11, 14555.34, 14639.33
07/01/21, 14493.69, 14533.55, 14439.40, 14522.38
06/30/21, 14509.85, 14526.81, 14478.06, 14503.95
06/29/21, 14509.19, 14535.97, 14471.38, 14528.33
06/28/21, 14417.81, 14505.19, 14417.20, 14500.51
06/25/21, 14400.81, 14409.08, 14337.65, 14360.39
06/24/21, 14357.26, 14414.46, 14333.70, 14369.71
06/23/21, 14263.38, 14317.66, 14246.30, 14271.73
06/22/21, 14138.29, 14269.77, 14121.00, 14253.27
06/21/21, 14047.42, 14150.78, 13960.04, 14141.48
06/18/21, 14096.93, 14129.22, 14009.03, 14030.38
06/17/21, 13999.13, 14196.21, 13998.93, 14161.35
06/16/21, 14085.55, 14129.69, 13903.73, 14039.68
06/15/21, 14166.64, 14171.02, 14052.16, 14072.86
06/14/21, 14083.47, 14175.45, 14056.67, 14174.14
06/11/21, 14030.85, 14069.42, 14006.59, 14069.42
06/10/21, 13933.88, 14031.19, 13904.40, 14020.33
06/09/21, 13980.23, 14003.50, 13906.45, 13911.75
06/08/21, 13946.32, 13981.72, 13831.98, 13924.91
06/07/21, 13802.82, 13889.11, 13784.89, 13881.72
06/04/21, 13697.25, 13826.82, 13692.01, 13814.49
06/03/21, 13655.75, 13684.13, 13548.93, 13614.51
06/02/21, 13743.24, 13775.90, 13689.73, 13756.33
06/01/21, 13829.06, 13836.17, 13678.77, 13736.48
05/28/21, 13792.05, 13820.87, 13747.61, 13748.74
05/27/21, 13742.58, 13776.52, 13701.63, 13736.28
05/26/21, 13693.94, 13750.16, 13679.59, 13738.00
05/25/21, 13721.54, 13751.14, 13631.80, 13657.17
05/24/21, 13557.21, 13708.85, 13551.01, 13661.17
05/21/21, 13616.19, 13616.58, 13463.27, 13470.99
05/20/21, 13356.63, 13563.52, 13355.71, 13535.74
05/19/21, 13078.19, 13304.60, 13072.23, 13299.74
05/18/21, 13416.90, 13485.34, 13299.93, 13303.64
05/17/21, 13368.80, 13399.17, 13265.40, 13379.05
05/14/21, 13255.65, 13460.88, 13242.97, 13429.98
05/13/21, 13150.94, 13247.88, 13007.24, 13124.99
05/12/21, 13215.49, 13288.61, 13002.53, 13031.68
05/11/21, 13115.85, 13423.31, 13107.67, 13389.43
05/10/21, 13687.59, 13687.93, 13401.75, 13401.86
05/07/21, 13723.09, 13828.62, 13690.75, 13752.24
05/06/21, 13557.83, 13635.73, 13439.39, 13632.84
05/05/21, 13731.13, 13753.05, 13553.93, 13582.42
05/04/21, 13774.51, 13795.57, 13485.59, 13633.50
05/03/21, 14031.77, 14042.13, 13881.51, 13895.12
04/30/21, 13970.73, 14084.76, 13941.63, 13962.68
04/29/21, 14204.51, 14211.57, 13952.80, 14082.55
04/28/21, 14082.78, 14133.65, 14034.70, 14051.03
04/27/21, 14170.91, 14171.24, 14064.28, 14090.22
04/26/21, 14052.38, 14154.03, 14019.50, 14138.78
04/23/21, 13861.37, 14062.73, 13856.83, 14016.81
04/22/21, 13952.57, 14015.87, 13771.04, 13818.41
04/21/21, 13745.77, 13951.35, 13706.85, 13950.22
04/20/21, 13894.46, 13927.67, 13698.67, 13786.27
04/19/21, 13984.58, 14041.79, 13842.57, 13914.77
04/16/21, 14059.11, 14062.50, 13977.05, 14052.34
04/15/21, 13983.23, 14049.13, 13970.42, 14038.76
04/14/21, 14004.08, 14033.63, 13839.04, 13857.84
04/13/21, 13902.45, 14011.51, 13902.45, 13996.10
04/12/21, 13854.44, 13877.00, 13783.95, 13850.00
04/09/21, 13787.01, 13905.41, 13748.35, 13900.19
04/08/21, 13796.89, 13830.14, 13758.71, 13829.31
04/07/21, 13675.30, 13733.03, 13653.58, 13688.84
04/06/21, 13681.67, 13776.71, 13674.28, 13698.38
04/05/21, 13705.59, 13720.58, 13582.76, 13705.59
04/01/21, 13414.32, 13487.08, 13404.18, 13480.11
03/31/21, 13122.57, 13325.54, 13118.38, 13246.87
03/30/21, 13008.80, 13075.75, 12922.57, 13045.39
03/29/21, 13103.97, 13143.41, 12968.16, 13059.65
03/26/21, 12996.03, 13149.55, 12878.72, 13138.72
03/25/21, 12844.58, 13021.86, 12786.81, 12977.68
03/24/21, 13289.24, 13292.92, 12961.35, 12961.89
03/23/21, 13381.43, 13405.15, 13202.43, 13227.70
03/22/21, 13278.78, 13455.65, 13278.78, 13377.54
03/19/21, 13119.90, 13252.37, 13039.45, 13215.24
03/18/21, 13349.20, 13384.46, 13101.93, 13116.17
03/17/21, 13336.92, 13595.00, 13272.69, 13525.20
03/16/21, 13523.17, 13620.71, 13397.09, 13471.57
03/15/21, 13323.47, 13460.35, 13272.50, 13459.71
03/12/21, 13222.81, 13324.69, 13158.72, 13319.86
03/11/21, 13273.31, 13433.62, 13246.32, 13398.67
03/10/21, 13234.73, 13277.10, 13035.44, 13068.83
03/09/21, 12923.07, 13151.54, 12882.49, 13073.82
03/08/21, 12904.26, 13001.00, 12599.23, 12609.16
03/05/21, 12860.04, 12941.22, 12397.06, 12920.15
03/04/21, 12953.99, 13068.71, 12553.96, 12723.47
03/03/21, 13336.25, 13372.52, 12995.07, 12997.75
03/02/21, 13599.45, 13601.33, 13352.00, 13358.79
03/01/21, 13406.16, 13596.59, 13362.66, 13588.83
02/26/21, 13232.90, 13368.06, 13024.53, 13192.35
02/25/21, 13512.64, 13602.85, 13066.38, 13119.43
02/24/21, 13400.25, 13607.36, 13286.59, 13597.97
02/23/21, 13262.61, 13526.09, 13003.98, 13465.20
02/22/21, 13714.20, 13757.06, 13530.96, 13533.05
02/19/21, 13929.20, 13985.58, 13842.59, 13874.46
02/18/21, 13814.67, 13905.96, 13714.35, 13865.36
02/17/21, 13911.65, 13976.43, 13804.26, 13965.49
02/16/21, 14152.22, 14175.11, 13995.44, 14047.50
02/12/21, 13979.21, 14102.04, 13937.71, 14095.47
02/11/21, 14045.21, 14058.91, 13916.84, 14025.77
02/10/21, 14093.35, 14109.12, 13845.47, 13972.53
02/09/21, 13966.82, 14044.94, 13966.56, 14007.70
02/08/21, 13937.06, 13987.74, 13894.15, 13987.64
02/05/21, 13824.88, 13878.16, 13761.66, 13856.30
02/04/21, 13674.06, 13778.42, 13631.62, 13777.74
02/03/21, 13718.32, 13723.83, 13585.34, 13610.54
02/02/21, 13543.10, 13652.69, 13535.86, 13612.78
02/01/21, 13226.18, 13431.46, 13132.47, 13403.39
01/29/21, 13284.72, 13322.00, 12985.05, 13070.69
01/28/21, 13323.30, 13507.64, 13316.52, 13337.16
01/27/21, 13486.58, 13538.42, 13192.91, 13270.60
01/26/21, 13681.72, 13702.69, 13603.19, 13626.06
01/25/21, 13681.21, 13728.98, 13368.68, 13635.99
01/22/21, 13474.81, 13567.14, 13463.66, 13543.06
01/21/21, 13521.48, 13560.35, 13454.07, 13530.91
01/20/21, 13342.55, 13486.13, 13329.77, 13457.25
01/19/21, 13132.73, 13206.86, 13078.70, 13197.18
01/15/21, 13099.90, 13139.83, 12949.76, 12998.50
01/14/21, 13174.75, 13220.16, 13098.41, 13112.64
01/13/21, 13088.01, 13171.15, 13051.07, 13128.95
01/12/21, 13062.06, 13105.04, 12963.92, 13072.43
01/11/21, 13048.78, 13138.27, 12999.51, 13036.43
01/08/21, 13160.22, 13208.09, 13036.55, 13201.98
01/07/21, 12867.34, 13090.91, 12867.34, 13067.48
01/06/21, 12666.15, 12909.63, 12649.99, 12740.79
01/05/21, 12665.65, 12828.27, 12665.65, 12818.96
01/04/21, 12958.52, 12958.73, 12543.24, 12698.45
12/31/20, 12877.09, 12902.07, 12821.23, 12888.28
12/30/20, 12906.51, 12924.93, 12857.76, 12870.00
12/29/20, 12965.39, 12973.33, 12821.97, 12850.22
12/28/20, 12914.64, 12930.89, 12827.44, 12899.42
12/24/20, 12791.54, 12833.55, 12767.64, 12804.73
12/23/20, 12834.94, 12841.92, 12758.67, 12771.11
12/22/20, 12785.22, 12840.57, 12695.31, 12807.92
12/21/20, 12596.14, 12751.27, 12525.22, 12742.52
12/18/20, 12804.93, 12809.60, 12654.60, 12755.64
12/17/20, 12730.78, 12765.25, 12696.35, 12764.75
12/16/20, 12611.04, 12687.32, 12566.38, 12658.19
12/15/20, 12543.26, 12596.13, 12465.42, 12595.06
12/14/20, 12447.44, 12543.00, 12432.71, 12440.04
12/11/20, 12336.79, 12383.50, 12246.77, 12377.87
12/10/20, 12247.55, 12431.56, 12214.74, 12405.81
12/09/20, 12591.68, 12607.15, 12290.78, 12338.95
12/08/20, 12503.17, 12594.54, 12453.21, 12582.77
12/07/20, 12461.00, 12536.23, 12460.55, 12519.95
